time(sec),amplitude
8.997600000000000000e+05,2.951874303696801149e+00
8.998800000000000000e+05,-2.491644510476240360e+00
9.000000000000000000e+05,-2.086925274784194873e+00
9.001200000000000000e+05,1.952256480951666262e-01
9.002400000000000000e+05,1.219990927595280494e+00
9.003600000000000000e+05,-2.270868885898348566e+00
9.004800000000000000e+05,5.103253657663846532e+00
9.006000000000000000e+05,3.701437392116726510e+00
9.007200000000000000e+05,3.284847300533339620e+00
9.008400000000000000e+05,3.890048700480260635e+00
9.009600000000000000e+05,-1.046304480625207090e+00
9.010800000000000000e+05,5.163903400968702151e+00
9.012000000000000000e+05,4.404136488971118979e+00
9.013200000000000000e+05,-4.260953875638872068e-01
9.014400000000000000e+05,-8.969084876619700664e-01
9.015600000000000000e+05,-3.560081420085429826e+00
9.016800000000000000e+05,2.472183483382030644e+00
9.018000000000000000e+05,4.915957519688257449e+00
9.019200000000000000e+05,1.926298114777207582e+00
9.020400000000000000e+05,1.729369009226395804e+00
9.021600000000000000e+05,2.158096975351029734e+00
9.022800000000000000e+05,-2.707339215523377085e+00
9.024000000000000000e+05,4.403693394300331576e+00
9.025200000000000000e+05,2.772707001020211059e+00
9.026400000000000000e+05,-1.513150640147427506e+00
9.027600000000000000e+05,-1.768945357749807101e-01
9.028800000000000000e+05,-3.111226630004082949e+00
9.030000000000000000e+05,1.698189905021784352e+00
9.031200000000000000e+05,1.166644764030130510e+00
9.032400000000000000e+05,3.132476169870189509e+00
9.033600000000000000e+05,1.857934447675230194e+00
9.034800000000000000e+05,2.188589571131829281e+00
9.036000000000000000e+05,7.533364038549590358e-01
9.037200000000000000e+05,-7.530863585904805646e+00
9.038400000000000000e+05,-1.353463722752459297e+00
9.039600000000000000e+05,1.300759226909856903e+00
9.040800000000000000e+05,2.404979598032253030e+00
9.042000000000000000e+05,1.430855682827445463e+00
9.043200000000000000e+05,1.148706637768012406e+00
9.044400000000000000e+05,3.579759721833959851e+00
9.045600000000000000e+05,3.182197209079483002e+00
9.046800000000000000e+05,4.822146549614219069e+00
9.048000000000000000e+05,8.989377345913832640e-01
9.049200000000000000e+05,9.482032314796166261e+00
9.050400000000000000e+05,5.801082318308891317e+00
9.051600000000000000e+05,-1.164152216184026534e+00
9.052800000000000000e+05,-2.797389333657054333e+00
9.054000000000000000e+05,1.251832118496499113e+00
9.055200000000000000e+05,2.640428746230047974e-01
9.056400000000000000e+05,1.026154752857330266e+00
9.057600000000000000e+05,4.813972358900591608e+00
9.058800000000000000e+05,3.960821120838796894e+00
9.060000000000000000e+05,3.032519918630160127e+00
9.061200000000000000e+05,3.529165367225602923e-01
9.062400000000000000e+05,-7.164011199001538710e-01
9.063600000000000000e+05,-5.947572821457661751e-01
9.064800000000000000e+05,3.992373457573316298e+00
9.066000000000000000e+05,9.624372879610931797e-03
9.067200000000000000e+05,4.448285439692224230e+00
9.068400000000000000e+05,-3.714452827959463299e+00
9.069600000000000000e+05,2.325863612280954396e+00
9.070800000000000000e+05,-4.249909152194072393e-01
9.072000000000000000e+05,-5.592320703491711065e-01
9.073200000000000000e+05,2.757137834707359403e-01
9.074400000000000000e+05,-7.578178610540353688e-01
9.075600000000000000e+05,-5.969805331933919490e-03
9.076800000000000000e+05,-1.890881938517615879e+00
9.078000000000000000e+05,2.026457450175905617e+00
9.079200000000000000e+05,1.079490022557455298e+00
9.080400000000000000e+05,4.281326175755510999e-01
9.081600000000000000e+05,5.796453118319314868e+00
9.082800000000000000e+05,2.235263440667747403e+00
9.084000000000000000e+05,7.216039225505032073e-01
9.085200000000000000e+05,1.615952277614505661e+00
9.086400000000000000e+05,-9.522630066038695329e-01
9.087600000000000000e+05,-1.150036911687188912e+00
9.088800000000000000e+05,9.639156556115313634e-01
9.090000000000000000e+05,-6.165208046175847834e+00
9.091200000000000000e+05,2.351996158925366398e+00
9.092400000000000000e+05,2.852627569447944378e+00
9.093600000000000000e+05,2.396249477731832389e+00
9.094800000000000000e+05,2.645016704597484392e+00
9.096000000000000000e+05,1.052897516798384503e+00
9.097200000000000000e+05,6.174180106623170516e+00
9.098400000000000000e+05,1.147500873864096160e+00
9.099600000000000000e+05,-2.703432018895800537e-01
9.100800000000000000e+05,1.863354024389250796e+00
9.102000000000000000e+05,-2.482034212901120362e+00
9.103200000000000000e+05,-7.001081243855622915e+00
9.104400000000000000e+05,-2.097624533373100508e+00
9.105600000000000000e+05,-1.315460389998765578e+00
9.106800000000000000e+05,1.940253351693555173e+00
9.108000000000000000e+05,1.496031103047434918e-02
9.109200000000000000e+05,1.568072729660645148e+00
9.110400000000000000e+05,8.194505466353385614e+00
9.111600000000000000e+05,-8.886781395182755672e-01
9.112800000000000000e+05,2.278074653627825352e+00
9.114000000000000000e+05,-3.337966763837819428e+00
9.115200000000000000e+05,-5.734570403540722339e+00
9.116400000000000000e+05,2.522665389039287831e+00
9.117600000000000000e+05,7.325175001832390009e+00
9.118800000000000000e+05,5.248662885238750242e+00
9.120000000000000000e+05,-1.746196937855681197e+00
9.121200000000000000e+05,3.087962654597390166e+00
9.122400000000000000e+05,1.225866998780322792e-01
9.123600000000000000e+05,-2.894017423679918766e-01
9.124800000000000000e+05,2.078249895449610918e+00
9.126000000000000000e+05,7.107118881085376927e-01
9.127200000000000000e+05,4.645951810677881433e+00
9.128400000000000000e+05,-5.343318600046300659e+00
9.129600000000000000e+05,-2.367713826426059320e+00
9.130800000000000000e+05,-3.116240920162571371e+00
9.132000000000000000e+05,1.867355810706886388e+00
9.133200000000000000e+05,-5.896882299214839529e-01
9.134400000000000000e+05,7.504735158446907972e-01
9.135600000000000000e+05,1.146533544905484536e+00
9.136800000000000000e+05,1.950338703183863931e+00
9.138000000000000000e+05,-7.615395641610617217e-01
9.139200000000000000e+05,1.598399758132940329e+00
9.140400000000000000e+05,2.951269391024758271e+00
9.141600000000000000e+05,-2.587629154754682581e+00
9.142800000000000000e+05,-3.730959715508409769e+00
9.144000000000000000e+05,5.314079835882479230e-02
9.145200000000000000e+05,-5.582709433488650674e-01
9.146400000000000000e+05,4.309626129467493350e+00
9.147600000000000000e+05,-7.926294798996087465e-01
9.148800000000000000e+05,-1.377190662230902252e+00
9.150000000000000000e+05,2.264212252623951649e+00
9.151200000000000000e+05,3.108981451340873559e+00
9.152400000000000000e+05,-1.246687305527667933e+00
9.153600000000000000e+05,-2.085594931305852828e+00
9.154800000000000000e+05,-2.193193938164751611e+00
9.156000000000000000e+05,1.729004328751768682e-01
9.157200000000000000e+05,5.582016150938683197e+00
9.158400000000000000e+05,-6.065131100990646118e+00
9.159600000000000000e+05,1.624076937922218633e+00
9.160800000000000000e+05,2.236427900025613091e+00
9.162000000000000000e+05,-3.011755752124264385e-01
9.163200000000000000e+05,2.988712066873340678e+00
9.164400000000000000e+05,-2.193085316989204170e+00
9.165600000000000000e+05,-2.055267318437121293e+00
9.166800000000000000e+05,-3.801112951647331428e+00
9.168000000000000000e+05,-4.759014948698147007e-01
9.169200000000000000e+05,-1.367419304538475266e-02
9.170400000000000000e+05,-1.472144516475178078e+00
9.171600000000000000e+05,-3.309790537166236390e+00
9.172800000000000000e+05,-8.576954629077874204e-01
9.174000000000000000e+05,-2.090088976151307953e+00
9.175200000000000000e+05,1.201915839973981770e+00
9.176400000000000000e+05,-1.090084022290401133e+00
9.177600000000000000e+05,8.998980405571592733e-01
9.178800000000000000e+05,-1.532323683705672845e+00
9.180000000000000000e+05,-4.362287073305077811e+00
9.181200000000000000e+05,-1.537033025949265719e+00
9.182400000000000000e+05,5.378013364885011249e+00
9.183600000000000000e+05,5.876201267747646284e+00
9.184800000000000000e+05,-7.803482219189732394e-01
9.186000000000000000e+05,1.445879886012503057e+00
9.187200000000000000e+05,-6.395046043418657344e-01
9.188400000000000000e+05,2.196105476214156305e+00
9.189600000000000000e+05,-7.668376027223769986e-01
9.190800000000000000e+05,2.125950444629873815e+00
9.192000000000000000e+05,-3.432048430771321712e+00
9.193200000000000000e+05,2.777305187831570432e+00
9.194400000000000000e+05,5.237281263768956308e+00
9.195600000000000000e+05,6.675825047328101114e+00
9.196800000000000000e+05,-6.110649737754783040e-01
9.198000000000000000e+05,5.435536306218288871e+00
9.199200000000000000e+05,6.169521204448876750e-01
9.200400000000000000e+05,3.988546499330320572e+00
9.201600000000000000e+05,-3.501199078931015229e+00
9.202800000000000000e+05,-2.836005700404484742e+00
9.204000000000000000e+05,-1.253027558508268413e-01
9.205200000000000000e+05,1.056019428733776744e+00
9.206400000000000000e+05,4.881788852074871343e+00
9.207600000000000000e+05,-3.194500923599014053e-01
9.208800000000000000e+05,-2.935531777609377890e+00
9.210000000000000000e+05,2.034621117260065226e+00
9.211200000000000000e+05,-9.697209538074440527e-01
9.212400000000000000e+05,3.742808100383756997e+00
9.213600000000000000e+05,-5.218521172064557234e+00
9.214800000000000000e+05,-5.432232173177304890e-01
9.216000000000000000e+05,-5.242634339279718114e-01
9.217200000000000000e+05,6.821458205317080470e+00
9.218400000000000000e+05,-3.516911966745153606e+00
9.219600000000000000e+05,1.166263664264604483e+00
9.220800000000000000e+05,5.831785339498742893e+00
9.222000000000000000e+05,-7.057386620200196692e-01
9.223200000000000000e+05,2.718523544049611829e+00
9.224400000000000000e+05,-1.122699477010848268e+00
9.225600000000000000e+05,-3.283730318547791960e+00
9.226800000000000000e+05,6.857323921670506195e+00
9.228000000000000000e+05,1.047061454089607713e+00
9.229200000000000000e+05,5.586449549593773156e+00
9.230400000000000000e+05,2.428590458353970583e+00
9.231600000000000000e+05,4.316329503895838471e+00
9.232800000000000000e+05,-6.753738086410158159e-01
9.234000000000000000e+05,1.578887754762862805e+00
9.235200000000000000e+05,-1.595712035781480242e+00
9.236400000000000000e+05,2.110198825673454071e+00
9.237600000000000000e+05,-3.182918304983635149e-01
9.238800000000000000e+05,-3.261768313577130929e+00
9.240000000000000000e+05,3.685075783418835793e-01
9.241200000000000000e+05,-7.587411255863034665e-01
9.242400000000000000e+05,-7.876160760246381232e-01
9.243600000000000000e+05,4.496178255068458363e+00
9.244800000000000000e+05,2.867874091891565058e+00
9.246000000000000000e+05,7.620880192687852217e-01
9.247200000000000000e+05,-1.647024993832417739e-01
9.248400000000000000e+05,3.487129054050298826e+00
9.249600000000000000e+05,3.329712177239999349e+00
9.250800000000000000e+05,-2.543833970355486418e+00
9.252000000000000000e+05,-1.934059076397857790e+00
9.253200000000000000e+05,-1.201106134165250694e+00
9.254400000000000000e+05,5.143627512716625994e+00
9.255600000000000000e+05,5.269034460092860250e+00
9.256800000000000000e+05,-1.194839456333756544e+00
9.258000000000000000e+05,1.366702050436485738e+00
9.259200000000000000e+05,1.665543232163307685e+00
9.260400000000000000e+05,7.670563901642303506e+00
9.261600000000000000e+05,5.363764916151496642e+00
9.262800000000000000e+05,3.553430544409747149e+00
9.264000000000000000e+05,2.833897948763149932e-01
9.265200000000000000e+05,2.244255920396952320e+00
9.266400000000000000e+05,3.429644608787366433e+00
9.267600000000000000e+05,2.935223854291965750e+00
9.268800000000000000e+05,6.383511573580426202e+00
9.270000000000000000e+05,7.300840043809992963e+00
9.271200000000000000e+05,4.647744569685917426e+00
9.272400000000000000e+05,-4.883515617490087557e+00
9.273600000000000000e+05,3.173732615206481533e+00
9.274800000000000000e+05,-2.145701847881373858e+00
9.276000000000000000e+05,3.458725963662693248e-01
9.277200000000000000e+05,-3.565830263171040349e-01
9.278400000000000000e+05,-7.873240101951911818e+00
9.279600000000000000e+05,2.409992315006316277e-01
9.280800000000000000e+05,4.947637675603793195e-01
9.282000000000000000e+05,5.779395411250233039e+00
9.283200000000000000e+05,1.974019428655636954e+00
9.284400000000000000e+05,-1.160192022278725421e+00
9.285600000000000000e+05,4.481295334880883163e-01
9.286800000000000000e+05,2.044169418089502699e+00
9.288000000000000000e+05,-8.204904237751782237e-01
9.289200000000000000e+05,3.193881388118949616e+00
9.290400000000000000e+05,1.656222252411602147e+00
9.291600000000000000e+05,5.626947889786201529e+00
9.292800000000000000e+05,1.132114435548926545e-01
9.294000000000000000e+05,6.964532741699541729e-01
9.295200000000000000e+05,-7.861298015287303542e-01
9.296400000000000000e+05,1.123643002385188217e+00
9.297600000000000000e+05,-1.097443834680189134e+00
9.298800000000000000e+05,1.249296718607657786e+00
9.300000000000000000e+05,4.119861059066183273e+00
9.301200000000000000e+05,8.572979367240938231e+00
9.302400000000000000e+05,1.377498527363993919e+00
9.303600000000000000e+05,7.074359896323347829e-01
9.304800000000000000e+05,4.883484077270006551e+00
9.306000000000000000e+05,4.598122665553419530e+00
9.307200000000000000e+05,-1.600470388638862707e+00
9.308400000000000000e+05,5.207510780869204936e+00
9.309600000000000000e+05,-4.311961086378501840e+00
9.310800000000000000e+05,-2.298995082657827815e+00
9.312000000000000000e+05,-2.933641893740246420e+00
9.313200000000000000e+05,7.392555180573496809e-01
9.314400000000000000e+05,-2.046140164127078442e+00
9.315600000000000000e+05,2.038815169762582258e-01
9.316800000000000000e+05,3.263584220364716515e+00
9.318000000000000000e+05,1.483789823569051647e-01
9.319200000000000000e+05,3.617860001955657712e+00
9.320400000000000000e+05,6.324088515869186189e-01
9.321600000000000000e+05,-2.358976050681347303e-01
9.322800000000000000e+05,2.090703956220227866e+00
9.324000000000000000e+05,-6.722206643188222586e+00
9.325200000000000000e+05,-4.042345522918800782e+00
9.326400000000000000e+05,3.274685803752311219e+00
9.327600000000000000e+05,-8.858430077834775762e-01
9.328800000000000000e+05,1.599413461269240999e+00
9.330000000000000000e+05,-1.303953360205240219e+00
9.331200000000000000e+05,-1.566782438336321581e+00
9.332400000000000000e+05,-1.658152623015217708e+00
9.333600000000000000e+05,-3.168144932221046428e-01
9.334800000000000000e+05,-3.871254244592842397e+00
9.336000000000000000e+05,1.013711116107484544e+00
9.337200000000000000e+05,3.157321605047821222e+00
9.338400000000000000e+05,-9.041578819077201734e-01
9.339600000000000000e+05,1.643725239264582916e-01
9.340800000000000000e+05,-1.329060109046122262e+00
9.342000000000000000e+05,-9.348596984085290051e-01
9.343200000000000000e+05,1.604709760524154483e+00
9.344400000000000000e+05,-1.197603249148225801e-01
9.345600000000000000e+05,2.945901387058739829e+00
9.346800000000000000e+05,-1.420324167051062236e+00
9.348000000000000000e+05,-2.910895051557176316e-01
9.349200000000000000e+05,2.700717757402451014e+00
9.350400000000000000e+05,-2.924168214495319162e+00
9.351600000000000000e+05,-1.140554925776826600e+00
9.352800000000000000e+05,2.484103197189339696e+00
9.354000000000000000e+05,-9.957071141124692604e-01
9.355200000000000000e+05,4.641311019649774217e+00
9.356400000000000000e+05,3.103453215242774732e+00
9.357600000000000000e+05,2.848895663662310840e-01
9.358800000000000000e+05,2.437304747769154734e+00
9.360000000000000000e+05,4.253046158319659931e+00
9.361200000000000000e+05,-1.955989911032508077e+00
9.362400000000000000e+05,3.173645867303419354e+00
9.363600000000000000e+05,3.707540750716865618e-01
9.364800000000000000e+05,3.842750768500993175e+00
9.366000000000000000e+05,1.645371701740395265e+00
9.367200000000000000e+05,2.333961358531060792e+00
9.368400000000000000e+05,4.869956427406221700e+00
9.369600000000000000e+05,2.635952024293120033e-02
9.370800000000000000e+05,2.003586210434477266e+00
9.372000000000000000e+05,-4.662810481485433201e+00
9.373200000000000000e+05,-3.680019729807500362e+00
9.374400000000000000e+05,-2.351417043698319276e+00
9.375600000000000000e+05,2.471492556744861346e+00
9.376800000000000000e+05,2.161088657078736208e+00
9.378000000000000000e+05,-8.798114163247343633e-01
9.379200000000000000e+05,-3.172665746005903120e+00
9.380400000000000000e+05,3.697171567345415077e+00
9.381600000000000000e+05,-1.067780149206143836e+00
9.382800000000000000e+05,1.557598672243387217e+00
9.384000000000000000e+05,-1.968107854961818060e+00
9.385200000000000000e+05,-2.327781710479166044e+00
9.386400000000000000e+05,-2.268879541740767891e+00
9.387600000000000000e+05,-2.214425006042325395e-01
9.388800000000000000e+05,6.623438276281390369e-02
9.390000000000000000e+05,3.676237378749489082e+00
9.391200000000000000e+05,2.084580579464632155e-01
9.392400000000000000e+05,-1.896357054792721097e-01
9.393600000000000000e+05,3.727363492092480524e+00
9.394800000000000000e+05,4.850028522978414358e+00
9.396000000000000000e+05,-2.218781751556861082e+00
9.397200000000000000e+05,-2.328828054715383455e+00
9.398400000000000000e+05,-4.990786137933177491e-01
9.399600000000000000e+05,-1.267015370169151556e+00
9.400800000000000000e+05,-5.213902378027867046e-01
9.402000000000000000e+05,3.939386979140513390e+00
9.403200000000000000e+05,-1.138018362423004248e+00
9.404400000000000000e+05,3.505433886122885090e-01
9.405600000000000000e+05,5.255381847903912718e-01
9.406800000000000000e+05,5.537854858067732255e-01
9.408000000000000000e+05,4.097864515777968286e+00
9.409200000000000000e+05,-1.508527419486001886e+00
9.410400000000000000e+05,4.709808889390782127e+00
9.411600000000000000e+05,1.210357507802477084e+00
9.412800000000000000e+05,3.722797820359427856e+00
9.414000000000000000e+05,1.175173269030145073e+00
9.415200000000000000e+05,2.162048753000148427e+00
9.416400000000000000e+05,-4.243894300234329897e+00
9.417600000000000000e+05,-1.875433909728074999e+00
9.418800000000000000e+05,-3.732595343602238103e+00
9.420000000000000000e+05,1.012071739211338750e+00
9.421200000000000000e+05,3.070579410232650019e+00
9.422400000000000000e+05,-4.504599519764698634e+00
9.423600000000000000e+05,-6.527496215978701777e+00
9.424800000000000000e+05,2.447668071066104734e+00
9.426000000000000000e+05,3.292477911851054984e+00
9.427200000000000000e+05,-1.351452386487118629e-01
9.428400000000000000e+05,-1.644511888556529522e+00
9.429600000000000000e+05,1.146752987389797029e+00
9.430800000000000000e+05,-8.238119924984312892e-01
9.432000000000000000e+05,-3.465872692737957728e+00
9.433200000000000000e+05,2.069786460556150676e+00
9.434400000000000000e+05,4.217829296877132705e+00
9.435600000000000000e+05,4.689953827033781941e+00
9.436800000000000000e+05,-1.127693538550206709e+00
9.438000000000000000e+05,1.974294011514166058e-03
9.439200000000000000e+05,-7.227096147667014137e+00
9.440400000000000000e+05,2.999207804567252111e+00
9.441600000000000000e+05,2.161170456765462156e+00
9.442800000000000000e+05,2.736763595857722109e+00
9.444000000000000000e+05,7.767667966730387175e-01
9.445200000000000000e+05,6.090556731844561256e+00
9.446400000000000000e+05,-6.307216197735496799e-01
9.447600000000000000e+05,-7.680730237163561069e-01
9.448800000000000000e+05,-3.616361844617589139e+00
9.450000000000000000e+05,-3.297612523444141130e-01
9.451200000000000000e+05,3.853981360425185354e+00
9.452400000000000000e+05,2.376821831563658005e+00
9.453600000000000000e+05,4.019515120295772626e+00
9.454800000000000000e+05,1.441325778270433622e-01
9.456000000000000000e+05,7.989574013719244583e+00
9.457200000000000000e+05,-3.044013332421787510e+00
9.458400000000000000e+05,8.715029482160818741e-01
9.459600000000000000e+05,3.396248959030794268e+00
9.460800000000000000e+05,-3.284907741893308142e-01
9.462000000000000000e+05,-2.502051402265009994e+00
9.463200000000000000e+05,-2.832568654265252395e+00
9.464400000000000000e+05,-6.269093653205736194e-01
9.465600000000000000e+05,4.348870078896207580e+00
9.466800000000000000e+05,-2.939818313519559911e+00
9.468000000000000000e+05,1.930394328953037864e-01
9.469200000000000000e+05,6.518384826006740074e-01
9.470400000000000000e+05,2.909614163547634913e+00
9.471600000000000000e+05,-4.923054386612344402e+00
9.472800000000000000e+05,-2.185541309649424058e+00
9.474000000000000000e+05,1.495170967490918379e+00
9.475200000000000000e+05,-2.034365685467206752e+00
9.476400000000000000e+05,1.162247015849351417e-01
9.477600000000000000e+05,1.215537132191280012e-02
9.478800000000000000e+05,1.141933077177693212e+00
9.480000000000000000e+05,5.015308397530602313e+00
9.481200000000000000e+05,5.575058426940626255e+00
9.482400000000000000e+05,1.349671790681826744e-01
9.483600000000000000e+05,8.428229509818385701e-01
9.484800000000000000e+05,1.241493865309014621e-01
9.486000000000000000e+05,3.984920321939537935e+00
9.487200000000000000e+05,1.362308651474587906e+00
9.488400000000000000e+05,1.331216698081328031e+00
9.489600000000000000e+05,-3.223132392319205675e-01
9.490800000000000000e+05,-1.563312697237708271e+00
9.492000000000000000e+05,2.360547453510384308e+00
9.493200000000000000e+05,3.430484624208126831e+00
9.494400000000000000e+05,5.620909238533649877e+00
9.495600000000000000e+05,-2.385165803137190288e-02
9.496800000000000000e+05,-3.258449568725823475e+00
9.498000000000000000e+05,3.863792612695151618e+00
9.499200000000000000e+05,1.693830566155398731e+00
9.500400000000000000e+05,-9.145770669561790189e-01
9.501600000000000000e+05,-8.093559490529187439e-01
9.502800000000000000e+05,1.740638161028517095e+00
9.504000000000000000e+05,6.905465424419242604e-01
9.505200000000000000e+05,-5.119657559613219000e+00
9.506400000000000000e+05,2.272882914700763202e+00
9.507600000000000000e+05,2.860805214861528167e+00
9.508800000000000000e+05,-1.713127760304504754e+00
9.510000000000000000e+05,1.451466837871105087e+00
9.511200000000000000e+05,3.657211994049413661e+00
9.512400000000000000e+05,-3.426432242487722490e+00
9.513600000000000000e+05,2.993362235970067786e+00
9.514800000000000000e+05,2.854867552274743758e+00
9.516000000000000000e+05,1.311360833640495382e+00
9.517200000000000000e+05,5.322334121953533614e-01
9.518400000000000000e+05,-2.354390393965689388e+00
9.519600000000000000e+05,1.705122941081125720e+00
9.520800000000000000e+05,-4.299192213245438765e+00
9.522000000000000000e+05,3.426792236681429848e+00
9.523200000000000000e+05,-6.405345685031016423e-02
9.524400000000000000e+05,-1.909452096101240226e+00
9.525600000000000000e+05,-3.518058434462604245e-01
9.526800000000000000e+05,-3.320113495326527886e+00
9.528000000000000000e+05,-1.781785606332474847e+00
9.529200000000000000e+05,2.590234899505718502e+00
9.530400000000000000e+05,4.829416513429439561e+00
9.531600000000000000e+05,-3.875635966469067384e+00
9.532800000000000000e+05,-2.889933635989104577e+00
9.534000000000000000e+05,2.709609860621821742e+00
9.535200000000000000e+05,4.924657305750926639e+00
9.536400000000000000e+05,1.539848481852608808e+00
9.537600000000000000e+05,-1.415070677740474903e+00
9.538800000000000000e+05,6.462788196584360989e+00
9.540000000000000000e+05,1.235501046012091653e+00
9.541200000000000000e+05,1.952653763099670092e+00
9.542400000000000000e+05,4.103182307296174613e+00
9.543600000000000000e+05,-2.326414269407983682e+00
9.544800000000000000e+05,-5.048122971075290621e+00
9.546000000000000000e+05,4.210848088687838775e+00
9.547200000000000000e+05,2.832162789701390349e+00
9.548400000000000000e+05,3.705580900530359933e+00
9.549600000000000000e+05,5.882966014852806680e+00
9.550800000000000000e+05,-3.189076267338220028e+00
9.552000000000000000e+05,2.428570517343493051e+00
9.553200000000000000e+05,1.029815459957938550e+00
9.554400000000000000e+05,7.492329012581846470e-01
9.555600000000000000e+05,3.073547044166167197e+00
9.556800000000000000e+05,4.039013851289451118e+00
9.558000000000000000e+05,9.686036718948665136e-02
9.559200000000000000e+05,2.302434657820011665e+00
9.560400000000000000e+05,-1.640486797027490340e+00
9.561600000000000000e+05,2.009606293098769925e+00
9.562800000000000000e+05,-4.530307580858790040e+00
9.564000000000000000e+05,1.946622004730681477e-01
9.565200000000000000e+05,-7.594919807832846814e+00
9.566400000000000000e+05,7.797547642094759368e+00
9.567600000000000000e+05,-9.499487694541264293e-01
9.568800000000000000e+05,2.130856029041822808e+00
9.570000000000000000e+05,-4.318781450957366319e-01
9.571200000000000000e+05,1.268043213513628586e+00
9.572400000000000000e+05,-2.888198650934658662e+00
9.573600000000000000e+05,5.171379683488497747e+00
9.574800000000000000e+05,2.029612518367068574e+00
9.576000000000000000e+05,5.425443191266005272e+00
9.577200000000000000e+05,-4.617792550632532134e+00
9.578400000000000000e+05,4.150706983573597686e-01
9.579600000000000000e+05,5.093075287522783601e-01
9.580800000000000000e+05,1.939544762762937191e+00
9.582000000000000000e+05,-3.327241590154494943e-01
9.583200000000000000e+05,4.009950089931025197e+00
9.584400000000000000e+05,-4.116524576811016800e+00
9.585600000000000000e+05,1.659166655816052716e+00
9.586800000000000000e+05,-2.199345087352859274e+00
9.588000000000000000e+05,6.741583253032394474e+00
9.589200000000000000e+05,-1.874304831373255764e+00
9.590400000000000000e+05,3.513840471115549091e-01
9.591600000000000000e+05,3.205283052909805086e+00
9.592800000000000000e+05,-6.848963496486467406e+00
9.594000000000000000e+05,5.493377709083310245e-01
9.595200000000000000e+05,8.767921292565834523e-01
9.596400000000000000e+05,6.671997833524728527e+00
9.597600000000000000e+05,-1.548227396600052597e-01
9.598800000000000000e+05,1.908650742118866095e+00
9.600000000000000000e+05,-3.054225546980666728e+00
9.601200000000000000e+05,7.113347317075816356e+00
9.602400000000000000e+05,-9.025010571413211169e-01
9.603600000000000000e+05,2.802002055820194570e+00
9.604800000000000000e+05,-7.676939743808552929e-01
9.606000000000000000e+05,-5.639918682721519083e+00
9.607200000000000000e+05,3.197445351328848773e+00
9.608400000000000000e+05,9.824664398890758932e-02
9.609600000000000000e+05,2.207895235165712844e+00
9.610800000000000000e+05,5.662581919567331923e+00
9.612000000000000000e+05,-2.140017419429081524e+00
9.613200000000000000e+05,4.292577440869105310e+00
9.614400000000000000e+05,4.305554828933614964e+00
9.615600000000000000e+05,-3.956609821977322694e-01
9.616800000000000000e+05,2.911606180297435564e+00
9.618000000000000000e+05,4.574427591542161053e+00
9.619200000000000000e+05,1.731082607358059189e+00
9.620400000000000000e+05,-2.679403061598938152e+00
9.621600000000000000e+05,3.477773635874598313e+00
9.622800000000000000e+05,-6.539133652746645931e-01
9.624000000000000000e+05,2.719680681641027054e+00
9.625200000000000000e+05,4.001936863126680066e+00
9.626400000000000000e+05,-8.857062844173170246e-01
9.627600000000000000e+05,-8.519680166877561245e-01
9.628800000000000000e+05,-1.621646563017673959e+00
9.630000000000000000e+05,2.442764050626263117e+00
9.631200000000000000e+05,-3.682761172299136021e-01
9.632400000000000000e+05,-1.153200183224156739e+00
9.633600000000000000e+05,-1.552311327522095441e+00
9.634800000000000000e+05,2.736719907436990784e-01
9.636000000000000000e+05,-2.255985768819912085e+00
9.637200000000000000e+05,-6.035620444527578510e-02
9.638400000000000000e+05,7.570244361713378556e-01
9.639600000000000000e+05,4.048405238624876112e+00
9.640800000000000000e+05,1.160994688048279766e+00
9.642000000000000000e+05,-5.783362252322832298e-01
9.643200000000000000e+05,-3.863826968482518609e+00
9.644400000000000000e+05,2.652049558803467377e+00
9.645600000000000000e+05,-1.127500312647269798e+00
9.646800000000000000e+05,-4.228814271249683898e+00
9.648000000000000000e+05,-6.518981800699567231e+00
9.649200000000000000e+05,2.401637987579314348e+00
9.650400000000000000e+05,2.551551598863740278e+00
9.651600000000000000e+05,-3.595519490625084469e+00
9.652800000000000000e+05,-1.061723319597728921e+00
9.654000000000000000e+05,3.062961918055220334e-01
9.655200000000000000e+05,2.375227541305005907e+00
9.656400000000000000e+05,3.553702639396574270e+00
9.657600000000000000e+05,-5.622973569152453166e+00
9.658800000000000000e+05,7.616219882134226182e+00
9.660000000000000000e+05,-4.903533767818076816e-01
9.661200000000000000e+05,2.314510202906177927e+00
9.662400000000000000e+05,-1.791869801085221869e+00
9.663600000000000000e+05,-4.823680799601427482e-01
9.664800000000000000e+05,-3.499496938509566224e+00
9.666000000000000000e+05,5.958462458171030818e+00
9.667200000000000000e+05,3.015294664837034233e+00
9.668400000000000000e+05,-9.212327806606346314e-01
9.669600000000000000e+05,2.048740277852164837e+00
9.670800000000000000e+05,6.910496035307573948e-01
9.672000000000000000e+05,5.573448743567170460e+00
9.673200000000000000e+05,-2.679856680156467164e+00
9.674400000000000000e+05,1.100346220111447781e-01
9.675600000000000000e+05,2.106131836408882130e+00
9.676800000000000000e+05,3.441915595673588069e+00
9.678000000000000000e+05,1.051789210777284600e+00
9.679200000000000000e+05,4.122432541024170227e+00
9.680400000000000000e+05,2.527075735731679984e+00
9.681600000000000000e+05,2.059579585898948739e+00
9.682800000000000000e+05,-2.406106228483749554e+00
9.684000000000000000e+05,-3.412268187596281699e+00
