HR,RA,DEC,RA_flt,DEC_flt,Vmag,B_V
2765,07 17 31.7,-06 40 48,109.38208333333334,-6.680000000000001,6.29,1.62
2766,07 16 35.0,-27 52 52,109.14583333333333,-27.88111111111111,4.64,1.6
2767,07 15 21.0,-52 29 59,108.8375,-52.499722222222225,5.97,1.1
2768,07 16 57.2,-30 53 48,109.23833333333333,-30.896666666666665,6.32,0.2
2769,07 16 31.8,-38 19 08,109.13250000000001,-38.31888888888889,5.8,-0.13
2770,07 16 49.5,-36 35 34,109.20625,-36.59277777777778,5.03,-0.17
2771,07 16 15.5,-46 46 28,109.06458333333333,-46.77444444444444,5.66,1.44
2772,07 22 17.2,+59 54 07,110.57166666666666,59.901944444444446,6.35,
2773,07 17 08.6,-37 05 51,109.28583333333333,-37.097500000000004,2.7,1.62
2774,07 17 47.9,-26 47 51,109.44958333333332,-26.797500000000003,6.46,-0.15
2775,07 21 03.1,+42 39 20,110.26291666666665,42.65555555555555,6.35,1.46
2776,07 21 17.5,+45 13 41,110.32291666666667,45.22805555555556,5.77,0.32
2777,07 20 07.4,+21 58 56,110.03083333333333,21.98222222222222,3.53,0.34
2778,07 19 22.4,+02 44 26,109.84333333333333,2.7405555555555554,5.89,1.07
2779,07 19 47.6,+07 08 34,109.94833333333332,7.142777777777778,5.91,0.53
2780,07 20 06.9,+15 08 34,110.02874999999999,15.142777777777777,6.45,-0.02
2781,07 18 40.3,-24 33 32,109.66791666666667,-24.55888888888889,4.98,-0.15
2782,07 18 42.4,-24 57 15,109.67666666666666,-24.954166666666666,4.4,-0.15
2783,07 22 50.9,+55 17 04,110.71208333333333,55.28444444444444,6.53,
2784,07 22 52.1,+55 16 53,110.71708333333333,55.28138888888889,5.45,
2785,07 19 02.0,-19 16 49,109.75833333333333,-19.280277777777776,6.09,0.62
2786,07 18 51.2,-26 35 09,109.71333333333332,-26.585833333333333,5.28,0.96
2787,07 18 18.4,-36 44 03,109.57666666666665,-36.73416666666667,4.66,-0.1
2788,07 19 28.1,-16 23 42,109.86708333333333,-16.395,5.7,0.35
2789,07 18 04.2,-43 59 12,109.5175,-43.986666666666665,5.85,-0.12
2790,07 18 38.2,-36 44 34,109.65916666666666,-36.74277777777778,5.11,-0.16
2791,07 18 33.6,-39 12 37,109.64,-39.21027777777778,5.25,0.01
2792,07 22 13.4,+38 59 46,110.55583333333334,38.99611111111111,6.4,1.22
2793,07 22 02.6,+36 45 38,110.51083333333334,36.760555555555555,5.13,1.08
2794,07 19 13.7,-33 43 38,109.80708333333332,-33.727222222222224,6.3,1.31
2795,07 21 56.8,+20 26 37,110.48666666666666,20.44361111111111,5.1,1.52
2796,07 20 58.2,-14 21 36,110.24249999999999,-14.36,5.45,0.98
2797,07 34 39.7,+80 53 48,113.66541666666666,80.89666666666668,6.41,
2798,07 21 16.9,-08 52 42,110.32041666666666,-8.878333333333334,6.55,0.54
2799,07 20 53.2,-22 51 06,110.22166666666666,-22.851666666666667,6.61,-0.15
2800,07 20 55.0,-26 57 49,110.22916666666666,-26.96361111111111,6.01,-0.17
2801,07 22 03.5,+00 10 38,110.51458333333332,0.17722222222222223,5.99,-0.07
2802,07 21 04.3,-25 53 29,110.26791666666666,-25.891388888888887,5.87,1.64
2803,07 16 49.8,-67 57 26,109.2075,-67.95722222222223,3.98,0.79
2804,07 24 57.2,+51 53 14,111.23833333333334,51.88722222222222,5.8,1.61
2805,07 24 08.5,+40 40 20,111.03541666666668,40.67222222222222,5.19,1.23
2806,07 22 02.0,-08 58 45,110.50833333333333,-8.979166666666666,6.43,-0.19
2807,07 22 18.5,-02 58 44,110.57708333333333,-2.978888888888889,6.23,0.68
2808,07 23 28.5,+25 03 02,110.86875,25.050555555555555,5.03,0.9
2809,07 27 25.8,+66 19 54,111.8575,66.33166666666666,6.47,-0.09
2810,07 23 28.2,+22 56 43,110.8675,22.94527777777778,6.02,-0.01
2811,07 22 25.4,-05 58 58,110.60583333333332,-5.982777777777778,5.82,0.35
2812,07 22 13.5,-19 01 00,110.55624999999999,-19.016666666666666,4.96,-0.04
2813,07 20 21.4,-52 18 42,110.08916666666666,-52.31166666666666,6.05,0.42
2814,07 20 21.7,-52 18 35,110.09041666666666,-52.30972222222222,6.6,0.59
2815,07 20 38.7,-52 05 10,110.16125,-52.086111111111116,5.39,-0.07
2816,07 24 33.4,+27 38 17,111.13916666666668,27.638055555555557,5.76,0.34
2817,07 24 27.7,+15 31 02,111.11541666666668,15.517222222222223,6.41,-0.18
2818,07 26 42.8,+49 12 41,111.67833333333333,49.21138888888889,4.64,-0.02
2819,07 23 00.6,-31 55 26,110.75250000000001,-31.92388888888889,5.43,-0.15
2820,07 24 58.2,+11 40 11,111.2425,11.669722222222221,5.3,0.1
2821,07 25 43.6,+27 47 53,111.43166666666667,27.798055555555557,3.79,1.03
2822,07 23 29.1,-27 50 03,110.87125,-27.834166666666665,5.38,1.53
2823,07 23 31.9,-32 12 08,110.88291666666667,-32.202222222222225,5.39,-0.18
2824,07 23 54.3,-30 13 01,110.97625000000001,-30.216944444444444,6.6,-0.2
2825,07 24 40.1,-16 12 04,111.16708333333334,-16.20111111111111,5.33,-0.05
2826,07 24 17.2,-22 54 46,111.07166666666667,-22.912777777777777,6.19,-0.09
2827,07 24 05.7,-29 18 11,111.02375,-29.303055555555556,2.45,-0.08
2828,07 25 38.9,+09 16 34,111.41208333333334,9.276111111111112,4.99,1.01
2829,07 23 58.3,-35 50 16,110.99291666666667,-35.83777777777778,6.31,-0.15
2830,07 30 52.7,+68 27 56,112.71958333333333,68.46555555555555,5.64,1.11
2831,07 24 50.7,-19 00 44,111.21125,-19.01222222222222,6.24,0.29
2832,07 25 08.3,-13 45 07,111.28458333333333,-13.751944444444444,5.78,0.42
2833,07 25 51.0,-05 46 30,111.4625,-5.775,5.97,0.92
2834,07 24 43.8,-31 48 32,111.1825,-31.80888888888889,5.35,1.07
2835,07 26 50.2,+21 32 09,111.70916666666668,21.535833333333336,6.54,0.46
2836,07 26 27.9,+10 36 30,111.61625,10.608333333333333,6.37,0.09
2837,07 26 56.3,+20 15 26,111.73458333333333,20.25722222222222,5.93,0.3
2838,07 26 03.5,-04 32 15,111.51458333333333,-4.5375,6.76,-0.01
2839,07 25 19.9,-21 58 58,111.33291666666668,-21.982777777777777,6.05,0.23
2840,07 26 41.3,+11 00 33,111.67208333333333,11.009166666666667,6.41,-0.13
2841,07 25 25.3,-25 13 04,111.35541666666667,-25.217777777777776,5.78,-0.1
2842,07 24 47.2,-37 17 24,111.19666666666667,-37.29,6.97,0.22
2843,07 24 47.3,-37 17 27,111.19708333333334,-37.29083333333333,6.84,0.27
2844,07 28 51.6,+48 11 02,112.215,48.18388888888889,5.72,-0.1
2845,07 27 09.0,+08 17 22,111.78750000000001,8.289444444444444,2.9,-0.09
2846,07 27 44.4,+21 26 42,111.935,21.445,5.22,0.39
2847,07 25 43.0,-31 44 19,111.42916666666667,-31.738611111111112,6.31,-0.17
2848,06 46 58.7,-87 01 30,101.74458333333332,-87.025,6.47,0.42
2849,07 29 56.0,+49 40 21,112.48333333333333,49.6725,5.36,0.45
2850,07 26 40.7,-23 42 44,111.66958333333334,-23.71222222222222,6.56,0.01
2851,07 28 02.1,+06 56 31,112.00874999999999,6.941944444444444,5.25,0.22
2852,07 29 06.7,+31 47 04,112.27791666666667,31.784444444444446,4.18,0.32
2853,07 27 08.0,-17 51 52,111.78333333333335,-17.864444444444445,5.63,0.32
2854,07 28 09.8,+08 55 32,112.04083333333334,8.925555555555555,4.32,1.43
2855,07 26 59.4,-23 05 10,111.7475,-23.08611111111111,5.61,-0.13
2856,07 26 42.3,-34 08 27,111.67625000000001,-34.14083333333333,5.9,-0.17
2857,07 29 20.4,+28 07 05,112.335,28.118055555555557,5.05,0.11
2858,07 28 47.3,+15 06 34,112.19708333333334,15.109444444444444,6.22,-0.05
2859,07 27 51.7,-11 33 25,111.96541666666667,-11.556944444444445,5.79,0.58
2860,07 27 42.9,-22 51 35,111.92875000000001,-22.859722222222224,5.95,-0.09
2861,07 29 48.7,+27 54 58,112.45291666666667,27.91611111111111,5.01,1.11
2862,07 26 21.9,-51 01 06,111.59125,-51.01833333333333,5.1,1.06
2863,07 27 59.2,-29 09 21,111.99666666666667,-29.15583333333333,5.54,-0.08
2864,07 29 47.8,+12 00 24,112.44916666666667,12.006666666666666,4.54,1.28
2865,07 29 18.7,-01 54 19,112.32791666666667,-1.9052777777777776,5.59,1.5
2866,07 29 25.7,-07 33 04,112.35708333333334,-7.551111111111111,5.86,0.48
2867,07 29 22.1,-10 19 36,112.34208333333333,-10.326666666666666,5.75,1.62
2868,07 29 21.9,-14 59 57,112.34125,-14.999166666666666,6.05,0.47
2869,07 28 22.8,-37 48 37,112.095,-37.81027777777778,6.58,0.06
2870,07 28 51.3,-31 50 54,112.21374999999999,-31.848333333333333,6.38,-0.17
2871,07 28 51.5,-31 50 49,112.21458333333334,-31.846944444444443,7.13,-0.15
2872,07 31 55.7,+38 53 47,112.98208333333332,38.896388888888886,6.54,0.07
2873,07 29 04.9,-31 27 23,112.27041666666666,-31.45638888888889,5.77,-0.19
2874,07 29 51.4,-23 01 28,112.46416666666667,-23.024444444444445,4.85,0.23
2875,07 29 05.7,-38 48 44,112.27375,-38.81222222222222,5.43,-0.16
2876,07 30 51.1,-05 13 35,112.71291666666667,-5.226388888888889,6.24,1.18
2877,07 31 48.4,+17 05 10,112.95166666666667,17.08611111111111,5.42,1.13
2878,07 29 13.8,-43 18 05,112.3075,-43.30138888888889,3.25,1.51
2879,07 32 50.6,+22 53 16,113.21083333333333,22.887777777777778,6.54,1.01
2880,07 32 05.9,+01 54 52,113.02458333333333,1.9144444444444444,5.25,0.22
2881,07 30 42.5,-30 57 44,112.67708333333333,-30.96222222222222,4.65,0.93
2882,07 30 42.4,-37 20 23,112.67666666666666,-37.33972222222222,6.65,0.63
2883,07 32 05.8,-08 52 51,113.02416666666666,-8.880833333333333,5.9,0.54
2884,07 29 59.6,-52 39 04,112.49833333333333,-52.651111111111106,5.87,1.01
2885,07 31 25.8,-36 09 10,112.8575,-36.15277777777778,6.68,-0.12
2886,07 33 36.5,+15 49 36,113.40208333333334,15.826666666666666,5.25,0.05
2887,07 33 11.6,+03 17 25,113.29833333333333,3.290277777777778,5.59,0.31
2888,07 28 51.3,-64 30 36,112.21374999999999,-64.51,6.39,1.56
2889,07 31 42.8,-35 53 16,112.92833333333333,-35.88777777777778,6.61,-0.08
2890,07 34 36.0,+31 53 19,113.64999999999999,31.88861111111111,2.88,0.04
2891,07 34 36.0,+31 53 18,113.64999999999999,31.888333333333332,1.98,0.03
2892,07 30 30.9,-54 23 58,112.62875,-54.39944444444444,5.96,1.56
2893,07 34 05.1,+10 34 06,113.52125,10.568333333333333,6.28,-0.01
2894,07 36 47.0,+55 45 19,114.19583333333333,55.75527777777778,5.92,1.12
2895,07 32 22.3,-35 57 41,113.09291666666667,-35.96138888888889,6.3,-0.1
2896,07 35 08.7,+30 57 40,113.78625,30.961111111111112,5.33,1.01
2897,07 33 22.1,-14 20 18,113.34208333333333,-14.338333333333335,6.21,-0.04
2898,07 35 56.0,+43 01 52,113.98333333333332,43.03111111111111,6.3,
2899,07 33 19.5,-19 24 45,113.33125,-19.412499999999998,5.66,1.12
2900,07 33 09.7,-24 42 39,113.29041666666667,-24.710833333333333,5.85,0.17
2901,07 34 15.8,+03 22 17,113.56583333333333,3.3713888888888888,5.81,-0.02
2902,07 33 47.9,-14 31 26,113.44958333333332,-14.523888888888889,4.97,1.41
2903,07 36 31.6,+46 10 49,114.13166666666666,46.180277777777775,5.65,1.56
2904,07 34 46.0,+02 43 30,113.69166666666666,2.725,6.55,0.22
2905,07 35 55.3,+26 53 45,113.98041666666666,26.895833333333332,4.06,1.54
2906,07 34 03.2,-22 17 46,113.51333333333332,-22.296111111111113,4.45,0.51
2907,07 33 13.5,-40 03 32,113.30625,-40.05888888888889,6.26,-0.12
2908,07 33 13.3,-43 05 11,113.30541666666666,-43.08638888888889,6.52,0.92
2909,07 34 18.6,-23 28 25,113.5775,-23.473611111111108,5.83,0.44
2910,07 34 19.1,-23 28 29,113.57958333333332,-23.47472222222222,5.87,
2911,07 33 51.0,-36 20 18,113.4625,-36.33833333333334,5.54,-0.06
2912,07 34 28.8,-26 07 00,113.61999999999999,-26.116666666666667,6.65,-0.01
2913,07 34 12.8,-33 27 48,113.55333333333333,-33.46333333333334,6.11,0.29
2914,07 37 53.9,+48 46 25,114.47458333333334,48.77361111111111,5.92,0.22
2915,07 37 17.8,+40 01 31,114.32416666666668,40.025277777777774,6.38,
2916,07 34 34.9,-27 00 43,113.64541666666666,-27.011944444444445,5.77,1.06
2917,07 33 58.5,-39 54 21,113.49375,-39.905833333333334,6.76,1.13
2918,07 36 34.7,+05 51 42,114.14458333333332,5.861666666666666,5.91,0.6
2919,07 25 38.0,-79 05 39,111.40833333333333,-79.09416666666667,5.53,1.28
2920,07 36 16.6,-08 18 41,114.06916666666666,-8.311388888888889,6.27,1.54
2921,07 36 03.9,-14 29 34,114.01625,-14.492777777777777,5.7,-0.12
2922,07 35 22.8,-28 22 10,113.845,-28.369444444444444,4.64,-0.11
2923,07 36 07.8,-22 09 38,114.0325,-22.160555555555554,6.34,0.99
2924,07 38 32.8,+35 02 55,114.63666666666666,35.04861111111111,5.56,0.93
2925,07 34 39.5,-51 28 29,113.66458333333334,-51.474722222222226,6.28,0.08
2926,07 38 14.5,+24 21 37,114.56041666666667,24.360277777777778,6.27,
2927,07 37 16.7,-04 06 40,114.31958333333334,-4.111111111111111,5.13,0.44
2928,07 36 41.0,-19 42 08,114.17083333333333,-19.702222222222222,5.74,-0.19
2929,07 40 49.5,+57 04 58,115.20625,57.08277777777778,6.06,1.46
2930,07 39 09.9,+34 35 03,114.79125,34.58416666666667,4.9,0.4
2931,07 39 11.9,+24 13 21,114.79958333333333,24.222499999999997,6.17,0.01
2932,07 37 38.9,-14 26 28,114.41208333333334,-14.44111111111111,6.53,-0.01
2933,07 37 16.8,-23 46 30,114.32000000000001,-23.775,6.37,0.54
2934,07 35 39.7,-52 32 02,113.91541666666666,-52.53388888888889,4.94,1.4
2935,07 40 14.6,+38 20 40,115.06083333333333,38.34444444444445,5.73,1.63
2936,07 39 54.1,+32 00 35,114.97541666666667,32.00972222222222,6.17,0.35
2937,07 37 22.1,-34 58 07,114.34208333333333,-34.968611111111116,4.53,-0.09
2938,07 39 28.6,+17 40 29,114.86916666666667,17.674722222222222,5.05,1.56
2939,07 41 12.4,+48 07 54,115.30166666666668,48.13166666666667,5.56,1.01
2940,07 36 43.9,-48 49 49,114.18291666666667,-48.83027777777778,5.72,-0.06
2941,07 36 01.7,-55 53 15,114.00708333333333,-55.8875,6.39,1.18
2942,07 37 44.8,-35 16 38,114.43666666666667,-35.27722222222222,6.6,1.14
2943,07 39 18.1,+05 13 30,114.82541666666667,5.2250000000000005,0.38,0.42
2944,07 38 18.0,-25 21 53,114.57499999999999,-25.364722222222223,4.7,-0.11
2945,07 37 45.2,-38 00 38,114.43833333333333,-38.010555555555555,6.38,1.48
2946,07 43 00.4,+58 42 37,115.75166666666667,58.71027777777778,4.99,0.08
2947,07 39 07.1,-18 40 45,114.77958333333333,-18.679166666666667,6.72,-0.1
2948,07 38 49.3,-26 48 06,114.70541666666665,-26.801666666666666,4.5,-0.17
2949,07 38 49.8,-26 48 13,114.7075,-26.803611111111113,4.62,
2950,07 40 07.0,+05 13 51,115.02916666666667,5.230833333333334,6.02,-0.04
2951,07 40 58.5,+23 01 07,115.24375,23.01861111111111,5.89,1.58
2952,07 38 24.2,-39 59 29,114.60083333333333,-39.99138888888889,6.59,-0.05
2953,07 40 47.3,+13 46 15,115.19708333333334,13.770833333333334,6.24,
2954,07 38 43.9,-36 29 49,114.68291666666667,-36.496944444444445,5.8,-0.16
2955,07 38 32.6,-38 46 52,114.63583333333332,-38.78111111111111,6.19,1.02
2956,07 39 26.9,-26 51 47,114.86208333333333,-26.863055555555558,6.5,-0.1
2957,07 38 18.2,-48 36 04,114.57583333333334,-48.60111111111111,5.68,0.65
2958,07 40 35.5,-08 11 09,115.14791666666667,-8.185833333333333,6.01,0.15
2959,07 40 23.2,-15 15 49,115.09666666666666,-15.26361111111111,4.94,1.56
2960,07 40 13.6,-19 39 39,115.05666666666667,-19.660833333333333,5.93,1.16
2961,07 39 27.4,-38 18 30,114.86416666666668,-38.30833333333333,4.84,-0.19
2962,07 42 43.5,+34 00 01,115.68124999999999,34.000277777777775,6.02,
2963,07 39 43.8,-38 08 22,114.9325,-38.13944444444444,5.73,-0.12
2964,07 39 47.8,-38 15 39,114.94916666666667,-38.26083333333333,5.76,-0.07
2965,07 41 51.8,+13 28 50,115.46583333333334,13.480555555555556,5.77,1.67
2966,07 41 35.2,+03 37 29,115.39666666666668,3.624722222222222,5.94,-0.04
2967,07 42 03.2,+14 12 30,115.51333333333334,14.208333333333332,5.56,1.64
2968,07 39 58.0,-37 34 46,114.99166666666667,-37.57944444444445,6.0,-0.04
2969,07 44 04.2,+50 26 02,116.0175,50.43388888888889,5.27,0.0
2970,07 41 14.8,-09 33 04,115.31166666666667,-9.551111111111112,3.93,1.02
2971,07 39 00.4,-53 16 24,114.75166666666667,-53.27333333333333,6.06,-0.11
2972,07 40 43.4,-27 56 45,115.18083333333334,-27.945833333333333,6.76,-0.16
2973,07 43 18.7,+28 53 01,115.82791666666667,28.88361111111111,4.28,1.12
2974,07 40 52.7,-31 39 39,115.21958333333335,-31.660833333333333,6.56,1.18
2975,07 46 40.1,+65 27 21,116.66708333333332,65.45583333333333,5.92,1.18
2976,07 41 23.6,-22 20 14,115.34833333333334,-22.33722222222222,6.18,1.62
2977,07 46 27.4,+62 49 50,116.61416666666666,62.830555555555556,6.49,0.26
2978,07 43 22.2,+22 23 58,115.8425,22.399444444444445,6.21,0.93
2979,07 35 21.7,-74 16 32,113.84041666666666,-74.27555555555556,7.16,-0.02
2980,07 35 21.8,-74 16 32,113.84083333333332,-74.27555555555556,7.26,
2981,07 41 15.8,-38 32 01,115.31583333333334,-38.53361111111111,5.42,-0.15
2982,07 43 05.4,+00 11 22,115.77250000000001,0.18944444444444444,6.19,1.02
2983,07 44 06.9,+25 47 03,116.02875,25.784166666666668,5.31,1.54
2984,07 41 21.8,-44 37 56,115.34083333333334,-44.632222222222225,6.41,0.0
2985,07 44 26.8,+24 23 53,116.11166666666666,24.398055555555555,3.57,0.93
2986,07 41 58.0,-38 31 44,115.49166666666667,-38.528888888888886,6.54,-0.09
2987,07 44 14.0,+12 51 34,116.05833333333334,12.859444444444444,6.43,
2988,07 42 48.1,-26 21 04,115.70041666666667,-26.351111111111113,5.64,0.99
2989,07 44 07.4,+02 24 18,116.03083333333333,2.405,6.47,0.2
2990,07 45 18.9,+28 01 34,116.32875,28.02611111111111,1.14,1.0
2991,07 45 09.3,+20 18 59,116.28875,20.31638888888889,6.33,0.0
2992,07 43 39.1,-25 30 14,115.91291666666666,-25.503888888888888,6.55,0.06
2993,07 43 32.4,-28 24 40,115.885,-28.41111111111111,4.59,1.63
2994,07 43 12.0,-36 03 01,115.8,-36.05027777777777,5.6,-0.13
2995,07 43 07.0,-38 51 51,115.77916666666667,-38.86416666666667,6.89,1.02
2996,07 43 48.5,-28 57 17,115.95208333333333,-28.954722222222223,3.96,0.18
2997,07 56 17.3,+80 15 56,119.07208333333334,80.26555555555555,6.56,0.73
2998,07 42 57.2,-45 10 24,115.73833333333334,-45.17333333333333,5.06,0.78
2999,07 46 39.3,+37 31 03,116.66375,37.5175,5.18,1.58
3000,07 36 04.2,-77 38 03,114.01749999999998,-77.63416666666667,6.18,1.73
3001,07 43 42.9,-38 12 07,115.92875000000001,-38.20194444444445,6.4,-0.16
3002,07 43 41.9,-40 56 02,115.92458333333335,-40.93388888888889,5.17,1.1
3003,07 46 07.4,+18 30 36,116.53083333333333,18.51,4.88,1.45
3004,07 44 34.0,-24 40 26,116.14166666666667,-24.67388888888889,5.62,-0.19
3005,07 43 06.9,-49 59 34,115.77875,-49.99277777777778,6.57,0.07
3006,07 42 10.2,-58 37 51,115.5425,-58.630833333333335,6.43,-0.1
3007,07 44 09.6,-36 03 46,116.03999999999999,-36.062777777777775,5.8,0.31
3008,07 46 16.2,+10 46 06,116.5675,10.768333333333334,5.3,0.01
3009,07 45 28.7,-14 41 10,116.36958333333334,-14.686111111111112,6.89,
3010,07 45 29.1,-14 41 27,116.37125,-14.690833333333334,6.07,0.11
3011,07 44 34.2,-37 56 35,116.1425,-37.94305555555555,5.88,-0.11
3012,07 42 53.3,-58 13 48,115.72208333333333,-58.230000000000004,6.21,1.05
3013,07 47 30.3,+33 24 56,116.87625,33.41555555555556,5.14,1.6
3014,07 46 02.2,-06 46 21,116.50916666666666,-6.7725,5.49,1.38
3015,07 45 56.9,-14 33 50,116.48708333333333,-14.56388888888889,5.04,0.33
3016,07 45 04.6,-37 53 16,116.26916666666668,-37.88777777777778,6.54,-0.1
3017,07 45 15.3,-37 58 07,116.31375,-37.968611111111116,3.61,1.73
3018,07 45 35.0,-34 10 23,116.39583333333333,-34.17305555555555,5.37,0.6
3019,07 46 44.9,-12 40 31,116.68708333333333,-12.675277777777778,6.39,-0.02
3020,07 45 18.1,-43 45 08,116.32541666666665,-43.75222222222222,6.03,-0.07
3021,07 48 33.6,+23 08 28,117.14,23.141111111111112,6.18,
3022,07 46 10.4,-37 56 02,116.54333333333334,-37.93388888888889,5.88,-0.11
3023,07 47 12.5,-22 31 11,116.80208333333333,-22.51972222222222,5.9,-0.19
3024,07 41 49.2,-72 36 22,115.455,-72.6061111111111,3.95,1.04
3025,07 46 33.4,-40 03 35,116.63916666666667,-40.05972222222222,6.57,-0.13
3026,07 47 38.5,-15 59 27,116.91041666666666,-15.990833333333333,6.34,1.78
3027,07 47 45.2,-16 00 52,116.93833333333333,-16.014444444444443,6.43,1.7
3028,07 51 05.7,+54 07 45,117.77374999999999,54.12916666666667,6.02,0.46
3029,07 47 56.7,-12 11 35,116.98625,-12.193055555555556,5.48,0.48
3030,07 49 02.0,+13 22 15,117.25833333333333,13.370833333333334,6.04,1.38
3031,07 45 35.6,-56 43 21,116.39833333333333,-56.722500000000004,6.12,0.39
3032,07 47 05.8,-39 19 53,116.77416666666666,-39.331388888888895,6.31,-0.17
3033,07 48 58.9,+04 19 58,117.24541666666667,4.332777777777777,6.53,0.78
3034,07 48 05.2,-25 56 14,117.02166666666666,-25.93722222222222,4.5,-0.05
3035,07 47 25.0,-38 30 40,116.85416666666667,-38.51111111111111,5.08,-0.1
3036,07 44 43.9,-66 04 19,116.18291666666667,-66.07194444444444,6.38,0.95
3037,07 47 31.5,-46 36 31,116.88125,-46.60861111111111,5.23,-0.14
3038,07 44 13.0,-69 49 17,116.05416666666666,-69.82138888888889,6.18,-0.06
3039,07 52 36.6,+55 12 34,118.1525,55.20944444444445,6.38,
3040,07 51 02.3,+33 14 01,117.75958333333332,33.23361111111111,6.03,0.15
3041,07 48 08.5,-40 39 08,117.03541666666666,-40.65222222222222,6.14,1.58
3042,07 49 28.6,-13 21 12,117.36916666666666,-13.353333333333333,6.23,-0.09
3043,07 49 01.7,-24 54 44,117.25708333333333,-24.91222222222222,5.33,0.76
3044,07 49 41.2,-17 13 42,117.42166666666667,-17.22833333333333,5.18,1.28
3045,07 49 17.7,-24 51 35,117.32374999999999,-24.859722222222224,3.34,1.24
3046,07 48 20.3,-47 04 40,117.08458333333333,-47.07777777777778,4.71,1.06
3047,07 50 10.6,-09 11 00,117.54416666666665,-9.183333333333334,5.61,1.44
3048,07 49 45.2,-20 12 25,117.43833333333332,-20.206944444444442,6.56,0.58
3049,07 49 14.7,-35 14 36,117.31124999999999,-35.24333333333333,5.93,-0.05
3050,07 50 47.4,+03 16 38,117.69749999999999,3.277222222222222,6.18,1.12
3051,07 50 05.7,-19 31 25,117.52374999999999,-19.52361111111111,6.12,1.26
3052,07 49 35.4,-33 17 20,117.3975,-33.288888888888884,5.6,1.61
3053,07 51 56.7,+19 19 31,117.98624999999998,19.325277777777778,5.99,1.13
3054,07 50 55.2,-11 07 43,117.72999999999999,-11.12861111111111,6.16,1.13
3055,07 49 14.3,-46 22 24,117.30958333333332,-46.373333333333335,4.11,-0.18
3056,07 48 19.2,-56 28 16,117.08,-56.471111111111114,6.33,1.01
3057,07 49 28.2,-44 45 07,117.36749999999999,-44.75194444444445,6.32,0.96
3058,07 49 12.9,-46 51 28,117.30375,-46.85777777777778,5.84,-0.14
3059,07 51 42.0,+01 46 01,117.925,1.7669444444444444,5.14,-0.12
3060,07 51 00.0,-24 31 42,117.75,-24.528333333333332,6.45,-0.01
3061,07 52 07.2,+03 16 38,118.03,3.277222222222222,6.31,1.59
3062,07 49 06.7,-56 24 38,117.27791666666667,-56.410555555555554,5.59,1.13
3063,07 51 40.9,-12 49 10,117.92041666666667,-12.819444444444445,6.36,0.39
3064,07 51 46.3,-13 53 53,117.94291666666666,-13.898055555555555,5.17,0.6
3065,07 54 29.3,+47 23 10,118.62208333333334,47.38611111111111,6.25,1.15
3066,07 54 42.7,+47 33 53,118.67791666666668,47.56472222222222,5.45,1.46
3067,07 53 29.8,+26 45 57,118.37416666666667,26.765833333333333,4.97,0.09
3068,07 51 42.9,-21 10 26,117.92875,-21.17388888888889,5.63,0.96
3069,07 50 42.4,-44 34 47,117.67666666666666,-44.57972222222222,6.45,0.9
3070,07 49 12.9,-60 17 01,117.30375,-60.28361111111111,5.78,0.42
3071,07 50 23.9,-50 30 35,117.59958333333333,-50.50972222222222,5.91,1.09
3072,07 52 47.9,-05 25 41,118.19958333333334,-5.428055555555556,5.76,0.41
3073,07 52 18.9,-14 50 47,118.07875000000001,-14.846388888888889,5.69,0.37
3074,07 51 20.5,-43 05 44,117.83541666666666,-43.095555555555556,6.32,-0.17
3075,08 00 11.7,+73 55 05,120.04875,73.91805555555555,5.41,1.42
3076,07 49 54.8,-60 03 04,117.47833333333334,-60.051111111111105,6.72,1.24
3077,07 56 26.8,+56 30 16,119.11166666666666,56.504444444444445,6.72,
3078,07 51 40.3,-42 53 18,117.91791666666666,-42.888333333333335,6.04,-0.18
3079,07 52 15.7,-34 42 19,118.06541666666666,-34.70527777777778,5.01,0.44
3080,07 52 13.0,-40 34 33,118.05416666666667,-40.575833333333335,3.73,1.04
3081,07 49 41.0,-66 11 45,117.42083333333333,-66.19583333333334,5.79,-0.04
3082,08 04 47.1,+79 28 47,121.19624999999998,79.47972222222222,5.42,-0.06
3083,07 55 40.8,+35 24 46,118.92,35.41277777777778,6.23,0.28
3084,07 52 38.7,-38 51 47,118.16125000000001,-38.863055555555555,4.49,-0.19
3085,07 53 03.5,-36 21 50,118.26458333333332,-36.36388888888889,5.43,1.16
3086,07 55 39.9,+19 53 02,118.91625,19.883888888888887,5.35,-0.04
3087,07 55 31.4,+08 51 46,118.88083333333334,8.862777777777778,5.86,0.35
3088,07 52 29.7,-54 22 02,118.12375000000002,-54.367222222222225,5.7,-0.15
3089,07 53 03.7,-49 36 47,118.26541666666667,-49.613055555555555,4.63,-0.23
3090,07 53 18.2,-48 06 11,118.32583333333334,-48.10305555555556,4.24,-0.14
3091,07 54 11.0,-35 52 39,118.54583333333333,-35.8775,5.49,-0.19
3092,07 54 39.9,-34 50 49,118.66625,-34.846944444444446,6.15,1.53
3093,07 56 23.9,+04 29 09,119.09958333333334,4.485833333333334,6.17,0.98
3094,07 58 16.6,+43 58 39,119.56916666666667,43.9775,6.34,1.06
3095,07 56 59.4,+15 47 25,119.2475,15.790277777777778,5.78,1.28
3096,07 55 13.7,-30 55 03,118.80708333333334,-30.9175,6.44,
3097,07 57 15.9,+08 38 29,119.31625,8.641388888888889,6.05,1.0
